path,create_time,contributors,pull_request,star
https://github.com/lightningnetwork/lnd,2016/1/16 0:00,246,2913,5150
https://github.com/Anuken/Mindustry,2017/4/30 0:00,368,2905,10490
https://github.com/grpc/grpc-go,2014/12/8 0:00,287,2902,14010
https://github.com/meteor/meteor,2012/1/19 0:00,459,2894,42503
https://github.com/pixijs/pixijs,2013/1/21 0:00,360,2879,33526
https://github.com/allenai/allennlp,2017/5/15 0:00,238,2876,10293
https://github.com/reactioncommerce/reaction,2013/9/18 0:00,151,2872,11338
https://github.com/bcit-ci/CodeIgniter,2011/8/19 0:00,482,2866,18154
https://github.com/Jermolene/TiddlyWiki5,2011/11/22 0:00,193,2835,6119
https://github.com/docker/compose,2013/12/9 0:00,375,2834,22913
https://github.com/argoproj/argo-workflows,2017/8/21 0:00,400,2833,8800
https://github.com/react-bootstrap/react-bootstrap,2013/12/27 0:00,408,2829,19602
https://github.com/stylelint/stylelint,2014/12/4 0:00,303,2813,8842
https://github.com/nuxt/nuxt.js,2016/10/26 0:00,308,2811,36830
https://github.com/PointCloudLibrary/pcl,2013/2/12 0:00,429,2785,6386
https://github.com/borgbackup/borg,2015/5/12 0:00,220,2784,7374
https://github.com/OpenMined/PySyft,2017/7/18 0:00,362,2776,7341
https://github.com/grommet/grommet,2015/3/24 0:00,284,2760,7357
https://github.com/codemirror/CodeMirror,2011/1/14 0:00,819,2759,23007
https://github.com/swagger-api/swagger-ui,2011/7/15 0:00,431,2758,20289
https://github.com/vercel/vercel,2016/9/9 0:00,164,2758,7292
https://github.com/testcontainers/testcontainers-java,2015/4/12 0:00,287,2758,5044
https://github.com/pubkey/rxdb,2016/12/2 0:00,114,2754,15729
https://github.com/kubeflow/kubeflow,2017/11/30 0:00,229,2747,10471
https://github.com/videojs/video.js,2010/5/14 0:00,386,2742,31631
https://github.com/realm/realm-cocoa,2012/4/16 0:00,122,2741,14524
https://github.com/citusdata/citus,2016/2/1 0:00,51,2712,4987
https://github.com/facebookresearch/ParlAI,2017/4/24 0:00,145,2707,7294
https://github.com/esp8266/Arduino,2015/3/27 0:00,435,2706,13042
https://github.com/dropwizard/dropwizard,2011/1/19 0:00,368,2705,7975
https://github.com/reactjs/reactjs.org,2017/10/6 0:00,875,2694,5665
https://github.com/jquery/jquery,2009/4/3 0:00,275,2692,55057
https://github.com/linuxkit/linuxkit,2015/11/26 0:00,153,2692,6927
https://github.com/hyperledger/fabric,2016/8/25 0:00,283,2665,12067
https://github.com/zeromq/libzmq,2009/7/29 0:00,453,2657,7069
https://github.com/scrapy/scrapy,2010/2/22 0:00,412,2656,40980
https://github.com/NodeBB/NodeBB,2013/4/22 0:00,191,2654,11999
https://github.com/aws/aws-cli,2012/11/20 0:00,265,2652,11186
https://github.com/thanos-io/thanos,2017/11/1 0:00,357,2622,9172
